"model","ens","year","tx5d","tx5d_ano","gmst_ano"
"CanESM5","r10i1p1f1",2038,300.636322021484,9.68531494140626,1.90531921386719
"CanESM5","r10i1p1f1",2039,300.789093017578,9.83808593750001,1.96726989746094
"CanESM5","r10i1p1f1",2040,297.347229003906,6.39622192382814,2.01911926269531
"CanESM5","r10i1p1f1",2041,300.109405517578,9.15839843750001,2.06431579589844
"CanESM5","r10i1p1f1",2042,294.609039306641,3.65803222656251,2.11128234863281
"CanESM5","r10i1p1f1",2043,298.569488525391,7.61848144531251,2.16294860839844
"CanESM5","r10i1p1f1",2044,296.658203125,5.70719604492189,2.21882629394531
"CanESM5","r10i1p1f1",2045,298.010467529297,7.05946044921876,2.27455139160156
"CanESM5","r10i1p1f1",2046,302.020477294922,11.0694702148438,2.32756042480469
"CanESM5","r10i1p1f1",2047,298.117828369141,7.16682128906251,2.38337707519531
"CanESM5","r10i1p1f1",2048,298.408996582031,7.45798950195314,2.44560241699219
"CanESM5","r10i1p1f1",2049,298.168670654297,7.21766357421876,2.51292419433594
"CanESM5","r10i1p1f1",2050,296.194885253906,5.24387817382814,2.58180236816406
"CanESM5","r10i1p1f1",2051,297.959625244141,7.00861816406251,2.64485168457031
"CanESM5","r10i1p1f1",2052,297.937561035156,6.98655395507814,2.69752502441406
"CanESM5","r10i1p1f1",2053,300.711608886719,9.76060180664064,2.74241638183594
"CanESM5","r10i1p1f1",2054,302.873901367188,11.9228942871094,2.78962707519531
"CanESM5","r10i1p1f1",2055,300.682830810547,9.73182373046876,2.84696960449219
"CanESM5","r10i1p1f1",2056,298.742614746094,7.79160766601564,2.91233825683594
"CanESM5","r10i1p1f1",2057,300.023406982422,9.07239990234376,2.97981262207031
"CanESM5","r10i1p1f1",2058,299.013153076172,8.06214599609376,3.04960632324219
"CanESM5","r10i1p1f1",2059,302.272064208984,11.3210571289063,3.11671447753906
"CanESM5","r10i1p1f1",2060,300.520294189453,9.56928710937501,3.17179870605469
"CanESM5","r10i1p1f1",2061,302.167724609375,11.2167175292969,3.22148132324219
"CanESM5","r10i1p1f1",2062,303.284515380859,12.3335083007813,3.27857971191406
"CanESM5","r10i1p1f1",2063,301.102661132812,10.1516540527344,3.33473205566406
"CanESM5","r10i1p1f1",2064,301.309753417969,10.3587463378906,3.38825988769531
"CanESM5","r10i1p1f1",2065,298.509796142578,7.55878906250001,3.44920349121094
"CanESM5","r10i1p1f1",2066,298.635406494141,7.68439941406251,3.51170349121094
"CanESM5","r10i1p1f1",2067,301.558685302734,10.6076782226563,3.56629943847656
"CanESM5","r10i1p1f1",2068,301.101715087891,10.1507080078125,3.61906433105469
"CanESM5","r10i1p1f1",2069,301.679992675781,10.7289855957031,3.67268371582031
"CanESM5","r10i1p1f1",2070,297.380004882812,6.42899780273439,3.72651672363281
"CanESM5","r10i1p1f1",2071,299.140106201172,8.18909912109376,3.78822326660156
"CanESM5","r10i1p1f1",2072,298.749938964844,7.79893188476564,3.85618591308594
"CanESM5","r10i1p1f1",2073,302.420623779297,11.4696166992188,3.92131042480469
"CanESM5","r10i1p1f1",2074,302.520385742188,11.5693786621094,3.98939514160156
"CanESM5","r10i1p1f1",2075,300.025451660156,9.07444458007814,4.06202697753906
"CanESM5","r10i1p1f1",2076,299.872985839844,8.92197875976564,4.13035583496094
"CanESM5","r10i1p1f1",2077,302.632232666016,11.6812255859375,4.19923400878906
"CanESM5","r10i1p1f1",2078,302.846374511719,11.8953674316406,4.27577209472656
"CanESM5","r10i1p1f1",2079,301.725799560547,10.7747924804688,4.34971618652344
"CanESM5","r10i1p1f1",2080,300.835205078125,9.88419799804689,4.41175842285156
"CanESM5","r10i1p1f1",2081,304.203094482422,13.2520874023438,4.46891784667969
"CanESM5","r10i1p1f1",2082,302.763244628906,11.8122375488281,4.53099060058594
"CanESM5","r10i1p1f1",2083,301.182739257812,10.2317321777344,4.59449768066406
"CanESM5","r10i1p1f1",2084,303.345123291016,12.3941162109375,4.65617370605469
"CanESM5","r10i1p1f1",2085,301.938385009766,10.9873779296875,4.72007751464844
"CanESM5","r10i1p1f1",2086,298.914154052734,7.96314697265626,4.77833557128906
"CanESM5","r10i1p1f1",2087,302.438079833984,11.4870727539063,4.82597351074219
"CanESM5","r10i1p1f1",2088,301.652374267578,10.7013671875,4.87464904785156
"CanESM5","r10i1p1f1",2089,300.509979248047,9.55897216796876,4.93333435058594
"CanESM5","r10i1p1f1",2090,303.518676757812,12.5676696777344,4.99851989746094
"CanESM5","r10i1p1f1",2091,304.874725341797,13.9237182617188,5.07350158691406
"CanESM5","r10i1p1f1",2092,306.03955078125,15.0885437011719,5.15312194824219
"CanESM5","r10i1p1f1",2093,303.637084960938,12.6860778808594,5.22364807128906
"CanESM5","r10i1p1f1",2094,302.783782958984,11.8327758789063,5.28642272949219
"CanESM5","r10i1p1f1",2095,305.199584960938,14.2485778808594,5.34989929199219
"CanESM5","r10i1p1f1",2096,307.425994873047,16.4749877929688,5.41093444824219
"CanESM5","r10i1p1f1",2097,303.179840087891,12.2288330078125,5.47029113769531
"CanESM5","r10i1p1f1",2098,303.5234375,12.5724304199219,5.53053283691406
